patch	name	type	partial_mask	partial	block_addr	region_off	fine	set	vsel_addr	vel_splits	set_idx_per_velzone
454	  Folk Guitar   	30	15	2	068D19	48D19	0F	80	076C0F	7F/7F/7F	40/40/40/40
455	  Folk Guitar   	30	01	0	068DD0	48DD0	23	00	076E2A	7F/7F/7F	90/90/90/90
456	  Jazz Guitar   	30	01	0	068E87	48E87	18	00	076CEB	7F/7F/7F	61/61/61/61
457	  Jazz Guitar   	30	01	0	068F3E	48F3E	1F	00	076D9B	7F/7F/7F	77/77/77/77
458	  Solid Guitar  	30	01	0	068FF5	48FF5	1A	00	076D22	7F/7F/7F	66/66/66/66
459	  Solid Guitar  	30	01	0	0690AC	490AC	1A	00	076D22	7F/7F/7F	66/66/66/66
460	  Mute Guitar   	30	01	0	069163	49163	1D	00	076D7A	7F/7F/7F	74/74/74/74
461	  Mute Guitar   	30	01	0	06921A	4921A	29	02	076F27	7F/7F/7F	112/112/112/112
462	  Mute Guitar   	30	05	0	0692D1	492D1	1D	00	076D7A	7F/7F/7F	74/74/74/74
462	  Mute Guitar   	30	05	1	069322	49322	29	02	076F27	7F/7F/7F	112/112/112/112
463	Overdrive Guitar	30	11	0	0693D9	493D9	1B	02	076D59	7F/7F/7F	71/71/71/71
463	Overdrive Guitar	30	11	1	06942A	4942A	1E	00	076D90	7F/7F/7F	76/76/76/76
464	 Distortion Gtr 	30	01	0	0694E1	494E1	1E	00	076D90	7F/7F/7F	76/76/76/76
465	 Distortion Gtr 	30	05	0	069598	49598	1E	00	076D90	7F/7F/7F	76/76/76/76
465	 Distortion Gtr 	30	05	1	0695E9	495E9	5E	01	077599	7F/7F/7F	260/260/260/260
466	 Rock Harmonics 	30	11	0	0696A0	496A0	1B	01	076D4E	7F/7F/7F	70/70/70/70
466	 Rock Harmonics 	30	11	1	0696F1	496F1	1E	00	076D90	7F/7F/7F	76/76/76/76
467	 Rock Harmonics 	30	01	0	0697A8	497A8	5E	01	077599	7F/7F/7F	260/260/260/260
468	 Acoustic Bass  	30	01	0	06985F	4985F	2B	00	076F7F	7F/7F/7F	119/119/119/119
469	  Bright Bass   	30	01	0	069916	49916	28	01	076EC4	7F/7F/7F	103/103/103/103
470	 Picked E.Bass  	30	01	0	0699CD	499CD	2A	00	076F53	7F/7F/7F	115/115/115/115
471	 Fretless Bass  	30	01	0	069A84	49A84	28	02	076EDA	7F/7F/7F	104/104/104/104
472	  Slap Bass 1   	30	01	0	069B3B	49B3B	29	00	076F06	7F/7F/7F	110/110/110/110
473	  Slap Bass 2   	30	05	0	069BF2	49BF2	29	00	076F06	7F/7F/7F	110/110/110/110
473	  Slap Bass 2   	30	05	1	069C43	49C43	29	04	076F3D	60/7F/7F	110/112/112/112
474	    Wow Bass    	30	01	0	069CFA	49CFA	78	00	077801	7F/7F/7F	317/317/317/317
475	    Wow Bass    	30	01	0	069DB1	49DB1	78	00	077801	7F/7F/7F	317/317/317/317
476	    Wow Bass    	30	01	0	069E68	49E68	78	00	077801	7F/7F/7F	317/317/317/317
477	  Plastic Bass  	30	01	0	069F1F	49F1F	2E	02	07700E	7F/7F/7F	131/131/131/131
478	  Plastic Bass  	30	01	0	069FD6	49FD6	2D	03	076FCC	7F/7F/7F	125/125/125/125
479	  Plastic Bass  	30	01	0	06A08D	4A08D	2F	02	07703A	7F/7F/7F	135/135/135/135
480	     Violin     	30	01	0	06A144	4A144	60	00	0775C5	7F/7F/7F	265/265/265/265
481	     Violin     	30	01	0	06A1FB	4A1FB	60	00	0775C5	7F/7F/7F	265/265/265/265
482	     Viola      	30	01	0	06A2B2	4A2B2	61	01	0775F1	7F/7F/7F	268/268/268/268
483	     Cello      	30	01	0	06A369	4A369	61	00	0775DB	7F/7F/7F	267/267/267/267
484	   Bowed Bass   	30	01	0	06A420	4A420	62	00	0775FC	7F/7F/7F	270/270/270/270
485	Tremolo Strings 	10	05	0	06A4D7	4A4D7	64	00	07761D	7F/7F/7F	273/273/273/273
485	Tremolo Strings 	10	05	1	06A528	4A528	64	00	07761D	7F/7F/7F	273/273/273/273
486	 Pizzicato Str. 	10	05	0	06A5DF	4A5DF	63	00	077612	7F/7F/7F	272/272/272/272
486	 Pizzicato Str. 	10	05	1	06A630	4A630	63	00	077612	7F/7F/7F	272/272/272/272
487	      Harp      	10	01	0	06A6E7	4A6E7	20	00	076DDD	7F/7F/7F	83/83/83/83
488	    Timpani     	30	01	0	06A79E	4A79E	7E	00	0778C7	7F/7F/7F	334/334/334/334
489	    Strings     	30	01	0	06A855	4A855	64	04	077633	7F/7F/7F	275/275/275/275
490	    Strings     	30	05	0	06A90C	4A90C	64	04	077633	7F/7F/7F	275/275/275/275
490	    Strings     	30	05	1	06A95D	4A95D	38	00	077121	7F/7F/7F	157/157/157/157
491	  Slow Strings  	30	01	0	06AA14	4AA14	64	00	07761D	7F/7F/7F	273/273/273/273
492	 Synth String 1 	30	15	0	06AACB	4AACB	78	00	077801	7F/7F/7F	317/317/317/317
492	 Synth String 1 	30	15	1	06AB1C	4AB1C	76	00	077788	7F/7F/7F	306/306/306/306
492	 Synth String 1 	30	15	2	06AB6D	4AB6D	64	00	07761D	7F/7F/7F	273/273/273/273
493	 Synth String 1 	30	05	0	06AC24	4AC24	76	00	077788	7F/7F/7F	306/306/306/306
493	 Synth String 1 	30	05	1	06AC75	4AC75	64	00	07761D	7F/7F/7F	273/273/273/273
494	 Synth String 2 	30	11	0	06AD2C	4AD2C	76	00	077788	7F/7F/7F	306/306/306/306
494	 Synth String 2 	30	11	1	06AD7D	4AD7D	64	00	07761D	7F/7F/7F	273/273/273/273
495	    Vocal Ah    	30	01	0	06AE34	4AE34	68	04	0776AC	7F/7F/7F	286/286/286/286
496	    Vocal Ah    	30	01	0	06AEEB	4AEEB	68	04	0776AC	7F/7F/7F	286/286/286/286
497	   Vocal Doo    	30	05	0	06AFA2	4AFA2	6D	00	0776EE	7F/7F/7F	292/292/292/292
497	   Vocal Doo    	30	05	1	06AFF3	4AFF3	68	01	077696	7F/7F/7F	284/284/284/284
498	  Synth Vocal   	30	01	0	06B0AA	4B0AA	68	01	077696	7F/7F/7F	284/284/284/284
499	 Orchestra Hit  	10	01	0	06B161	4B161	7F	01	0778E8	7F/7F/7F	336/336/336/336
500	    Trumpet     	30	01	0	06B218	4B218	30	00	07705B	7F/7F/7F	139/139/139/139
501	    Trombone    	30	01	0	06B2CF	4B2CF	35	00	0770D4	7F/7F/7F	150/150/150/150
502	    Trombone    	30	01	0	06B386	4B386	35	00	0770D4	7F/7F/7F	150/150/150/150
503	      Tuba      	30	01	0	06B43D	4B43D	35	00	0770D4	7F/7F/7F	150/150/150/150
504	Harmon Mute Tpt 	30	01	0	06B4F4	4B4F4	32	00	077087	7F/7F/7F	143/143/143/143
505	  Open Fr.Horn  	30	01	0	06B5AB	4B5AB	36	01	0770F5	7F/7F/7F	153/153/153/153
506	  Open Fr.Horn  	30	01	0	06B662	4B662	36	00	0770EA	7F/7F/7F	152/152/152/152
507	 Bigband Brass  	30	05	0	06B719	4B719	39	00	077137	7F/7F/7F	159/159/159/159
507	 Bigband Brass  	30	05	1	06B76A	4B76A	38	00	077121	7F/7F/7F	157/157/157/157
508	 Bigband Brass  	30	05	0	06B821	4B821	38	00	077121	7F/7F/7F	157/157/157/157
508	 Bigband Brass  	30	05	1	06B872	4B872	30	02	07707C	7F/7F/7F	141/141/141/141
509	 Synth Brass 1  	30	05	0	06B929	4B929	3C	01	0771A5	7F/7F/7F	168/168/168/168
509	 Synth Brass 1  	30	05	1	06B97A	4B97A	76	00	077788	7F/7F/7F	306/306/306/306
510	 Synth Brass 1  	30	05	0	06BA31	4BA31	3C	01	0771A5	7F/7F/7F	168/168/168/168
510	 Synth Brass 1  	30	05	1	06BA82	4BA82	76	00	077788	7F/7F/7F	306/306/306/306
511	 Synth Brass 1  	30	05	0	06BB39	4BB39	3C	01	0771A5	7F/7F/7F	168/168/168/168
511	 Synth Brass 1  	30	05	1	06BB8A	4BB8A	76	00	077788	7F/7F/7F	306/306/306/306
512	 Synth Brass 2  	30	01	0	06BC41	4BC41	3C	00	0771A5	7F/7F/7F	168/168/168/168
513	 Synth Brass 2  	30	01	0	06BCF8	4BCF8	3C	00	0771A5	7F/7F/7F	168/168/168/168
514	 Synth Brass 2  	30	01	0	06BDAF	4BDAF	3C	00	0771A5	7F/7F/7F	168/168/168/168
515	  Soprano Sax   	30	11	0	06BE66	4BE66	4C	00	077326	7F/7F/7F	204/204/204/204
515	  Soprano Sax   	30	11	1	06BEB7	4BEB7	07	80	076B75	7F/7F/7F	26/26/26/26
516	    Alto Sax    	30	11	0	06BF6E	4BF6E	4D	00	077347	7F/7F/7F	207/207/207/207
516	    Alto Sax    	30	11	1	06BFBF	4BFBF	07	80	076B75	7F/7F/7F	26/26/26/26
517	    Alto Sax    	30	11	0	06C076	4C076	4D	00	077347	7F/7F/7F	207/207/207/207
517	    Alto Sax    	30	11	1	06C0C7	4C0C7	07	80	076B75	7F/7F/7F	26/26/26/26
518	   Tenor Sax    	30	11	0	06C17E	4C17E	4E	01	077373	7F/7F/7F	210/210/210/210
518	   Tenor Sax    	30	11	1	06C1CF	4C1CF	07	81	076B80	7F/7F/7F	27/27/27/27
519	   Tenor Sax    	30	15	0	06C286	4C286	4E	00	07735D	7F/7F/7F	209/209/209/209
519	   Tenor Sax    	30	15	1	06C2D7	4C2D7	4E	00	07735D	7F/7F/7F	209/209/209/209
519	   Tenor Sax    	30	15	2	06C328	4C328	07	81	076B80	7F/7F/7F	27/27/27/27
520	  Baritone Sax  	30	11	0	06C3DF	4C3DF	4F	01	07739F	7F/7F/7F	214/214/214/214
520	  Baritone Sax  	30	11	1	06C430	4C430	07	81	076B80	7F/7F/7F	27/27/27/27
521	      Oboe      	10	01	0	06C4E7	4C4E7	42	00	07723F	7F/7F/7F	183/183/183/183
522	  English Horn  	10	01	0	06C59E	4C59E	43	00	07724A	7F/7F/7F	184/184/184/184
523	    Bassoon     	10	01	0	06C655	4C655	46	00	0772A2	7F/7F/7F	192/192/192/192
524	 Jazz Clarinet  	30	01	0	06C70C	4C70C	44	00	077260	7F/7F/7F	186/186/186/186
525	 Jazz Clarinet  	30	01	0	06C7C3	4C7C3	45	01	077297	7F/7F/7F	190/190/190/190
526	    Piccolo     	30	01	0	06C87A	4C87A	40	00	0771F2	7F/7F/7F	176/176/176/176
527	   Jazz Flute   	30	11	0	06C931	4C931	41	00	07721E	7F/7F/7F	180/180/180/180
527	   Jazz Flute   	30	11	1	06C982	4C982	05	80	076B1D	7F/7F/7F	17/17/17/17
528	    Recorder    	30	01	0	06CA39	4CA39	4A	00	0772FA	7F/7F/7F	200/200/200/200
529	   Pan Flute    	30	11	0	06CAF0	4CAF0	48	00	0772B8	7F/7F/7F	194/194/194/194
529	   Pan Flute    	30	11	1	06CB41	4CB41	05	80	076B1D	7F/7F/7F	17/17/17/17
530	  Blown Bottle  	30	05	0	06CBF8	4CBF8	48	00	0772B8	7F/7F/7F	194/194/194/194
530	  Blown Bottle  	30	05	1	06CC49	4CC49	05	80	076B1D	7F/7F/7F	17/17/17/17
531	   Shakuhachi   	30	11	0	06CD00	4CD00	4B	00	077310	7F/7F/7F	202/202/202/202
531	   Shakuhachi   	30	11	1	06CD51	4CD51	05	80	076B1D	7F/7F/7F	17/17/17/17
532	    Whistle     	30	01	0	06CE08	4CE08	6F	00	077704	7F/7F/7F	294/294/294/294
533	    Ocarina     	30	01	0	06CEBF	4CEBF	4A	01	077305	7F/7F/7F	201/201/201/201
534	  Square Lead   	30	05	0	06CF76	4CF76	79	01	07784E	7F/7F/7F	324/324/324/324
534	  Square Lead   	30	05	1	06CFC7	4CFC7	44	00	077260	7F/7F/7F	186/186/186/186
535	  Square Lead   	30	01	0	06D07E	4D07E	79	01	07784E	7F/7F/7F	324/324/324/324
536	  Square Lead   	30	01	0	06D135	4D135	5E	01	077599	7F/7F/7F	260/260/260/260
537	    Saw Lead    	30	05	0	06D1EC	4D1EC	78	00	077801	7F/7F/7F	317/317/317/317
537	    Saw Lead    	30	05	1	06D23D	4D23D	78	00	077801	7F/7F/7F	317/317/317/317
538	    Saw Lead    	30	01	0	06D2F4	4D2F4	78	00	077801	7F/7F/7F	317/317/317/317
539	    Saw Lead    	30	05	0	06D3AB	4D3AB	78	00	077801	7F/7F/7F	317/317/317/317
539	    Saw Lead    	30	05	1	06D3FC	4D3FC	76	00	077788	7F/7F/7F	306/306/306/306
540	 Synth Calliope 	30	15	0	06D4B3	4D4B3	68	01	077696	7F/7F/7F	284/284/284/284
540	 Synth Calliope 	30	15	1	06D504	4D504	48	00	0772B8	7F/7F/7F	194/194/194/194
540	 Synth Calliope 	30	15	2	06D555	4D555	05	80	076B1D	7F/7F/7F	17/17/17/17
541	  Chiffer Lead  	30	11	0	06D60C	4D60C	3C	01	0771A5	7F/7F/7F	168/168/168/168
541	  Chiffer Lead  	30	11	1	06D65D	4D65D	05	80	076B1D	7F/7F/7F	17/17/17/17
542	    Charang     	30	05	0	06D714	4D714	1E	00	076D90	7F/7F/7F	76/76/76/76
542	    Charang     	30	05	1	06D765	4D765	76	00	077788	7F/7F/7F	306/306/306/306
543	    Air Vox     	30	05	0	06D81C	4D81C	48	00	0772B8	7F/7F/7F	194/194/194/194
543	    Air Vox     	30	05	1	06D86D	4D86D	68	04	0776AC	7F/7F/7F	286/286/286/286
544	    5th Wave    	30	05	0	06D924	4D924	76	00	077788	7F/7F/7F	306/306/306/306
544	    5th Wave    	30	05	1	06D975	4D975	76	00	077788	7F/7F/7F	306/306/306/306
545	  Bass & Lead   	30	05	0	06DA2C	4DA2C	2E	02	07700E	7F/7F/7F	131/131/131/131
545	  Bass & Lead   	30	05	1	06DA7D	4DA7D	78	00	077801	7F/7F/7F	317/317/317/317
546	    Fantasia    	30	05	0	06DB34	4DB34	6B	01	0776D8	7F/7F/7F	289/289/289/289
546	    Fantasia    	30	05	1	06DB85	4DB85	0C	00	076BB7	7F/7F/7F	32/32/32/32
547	    Warm Pad    	30	01	0	06DC3C	4DC3C	77	00	0777EB	7F/7F/7F	315/315/315/315
548	   Poly Synth   	30	05	0	06DCF3	4DCF3	76	02	0777A9	7F/7F/7F	307/307/307/307
548	   Poly Synth   	30	05	1	06DD44	4DD44	6B	01	0776D8	7F/7F/7F	289/289/289/289
549	   Spacy Pad    	30	01	0	06DDFB	4DDFB	68	05	0776B7	7F/7F/7F	287/246/287/287
550	  Bowed Glass   	30	01	0	06DEB2	4DEB2	0C	00	076BB7	7F/7F/7F	32/32/32/32
551	   Metal Pad    	30	05	0	06DF69	4DF69	77	00	0777EB	7F/7F/7F	315/315/315/315
551	   Metal Pad    	30	05	1	06DFBA	4DFBA	78	02	077817	7F/7F/7F	319/319/319/319
552	    Halo Pad    	30	05	0	06E071	4E071	68	04	0776AC	7F/7F/7F	286/286/286/286
552	    Halo Pad    	30	05	1	06E0C2	4E0C2	39	80	077142	7F/7F/7F	160/160/160/160
553	   Sweep Pad    	30	11	0	06E179	4E179	6B	01	0776D8	7F/7F/7F	289/289/289/289
553	   Sweep Pad    	30	11	1	06E1CA	4E1CA	76	00	077788	7F/7F/7F	306/306/306/306
554	    Ice Rain    	30	05	0	06E281	4E281	6B	01	0776D8	7F/7F/7F	289/289/289/289
554	    Ice Rain    	30	05	1	06E2D2	4E2D2	5C	80	07756D	7F/7F/7F	257/257/257/257
555	   Soundtrack   	30	05	0	06E389	4E389	6B	01	0776D8	7F/7F/7F	289/289/289/289
555	   Soundtrack   	30	05	1	06E3DA	4E3DA	76	00	077788	7F/7F/7F	306/306/306/306
556	    Crystal     	10	15	0	06E491	4E491	0B	00	076BAC	7F/7F/7F	31/31/31/31
556	    Crystal     	10	15	1	06E4E2	4E4E2	5E	01	077599	7F/7F/7F	260/260/260/260
556	    Crystal     	10	15	2	06E533	4E533	09	00	076B96	7F/7F/7F	29/29/29/29
557	    Crystal     	10	01	0	06E5EA	4E5EA	1F	00	076D9B	7F/7F/7F	77/77/77/77
558	   Atmosphere   	30	05	0	06E6A1	4E6A1	15	00	076C88	7F/7F/7F	52/52/52/52
558	   Atmosphere   	30	05	1	06E6F2	4E6F2	76	00	077788	7F/7F/7F	306/306/306/306
559	   Brightness   	30	15	0	06E7A9	4E7A9	64	00	07761D	7F/7F/7F	273/273/273/273
559	   Brightness   	30	15	1	06E7FA	4E7FA	03	00	076AFC	7F/7F/7F	8/8/8/8
559	   Brightness   	30	15	2	06E84B	4E84B	3C	80	07719A	7F/7F/7F	170/170/170/170
560	    Goblins     	30	15	0	06E902	4E902	68	01	077696	7F/7F/7F	284/284/284/284
560	    Goblins     	30	15	1	06E953	4E953	68	01	077696	7F/7F/7F	284/284/284/284
560	    Goblins     	30	15	2	06E9A4	4E9A4	5B	80	077536	7F/7F/7F	254/254/254/254
561	   Echo Drops   	30	05	0	06EA5B	4EA5B	68	04	0776AC	7F/7F/7F	286/286/286/286
561	   Echo Drops   	30	05	1	06EAAC	4EAAC	76	00	077788	7F/7F/7F	306/306/306/306
562	   Echo Drops   	30	05	0	06EB63	4EB63	78	00	077801	7F/7F/7F	317/317/317/317
562	   Echo Drops   	30	05	1	06EBB4	4EBB4	78	00	077801	7F/7F/7F	317/317/317/317
563	   Echo Drops   	30	05	0	06EC6B	4EC6B	78	00	077801	7F/7F/7F	317/317/317/317
563	   Echo Drops   	30	05	1	06ECBC	4ECBC	78	00	077801	7F/7F/7F	317/317/317/317
564	   Star Theme   	30	05	0	06ED73	4ED73	6B	01	0776D8	7F/7F/7F	289/289/289/289
564	   Star Theme   	30	05	1	06EDC4	4EDC4	78	02	077817	7F/7F/7F	319/319/319/319
565	     Sitar      	30	01	0	06EE7B	4EE7B	26	00	076E6C	7F/7F/7F	96/96/96/96
566	     Sitar      	30	05	0	06EF32	4EF32	26	00	076E6C	7F/7F/7F	96/96/96/96
566	     Sitar      	30	05	1	06EF83	4EF83	26	00	076E6C	7F/7F/7F	96/96/96/96
567	     Banjo      	30	01	0	06F03A	4F03A	21	00	076DFE	7F/7F/7F	86/86/86/86
568	    Shamisen    	30	01	0	06F0F1	4F0F1	24	00	076E4B	7F/7F/7F	93/93/93/93
569	      Koto      	30	01	0	06F1A8	4F1A8	25	00	076E56	7F/7F/7F	94/94/94/94
570	      Koto      	30	01	0	06F25F	4F25F	25	04	076E56	7F/7F/7F	94/94/94/94
571	    Kalimba     	10	01	0	06F316	4F316	27	00	076E8D	7F/7F/7F	99/99/99/99
572	    Bagpipe     	10	05	0	06F3CD	4F3CD	49	00	0772D9	7F/7F/7F	197/197/197/197
572	    Bagpipe     	10	05	1	06F41E	4F41E	46	00	0772A2	7F/7F/7F	192/192/192/192
573	 Country Fiddle 	30	05	0	06F4D5	4F4D5	60	00	0775C5	7F/7F/7F	265/265/265/265
573	 Country Fiddle 	30	05	1	06F526	4F526	60	01	0775D0	7F/7F/7F	266/266/266/266
574	     Shanai     	30	15	0	06F5DD	4F5DD	7A	01	077864	7F/7F/7F	326/326/326/326
574	     Shanai     	30	15	1	06F62E	4F62E	42	00	07723F	7F/7F/7F	183/183/183/183
574	     Shanai     	30	15	2	06F67F	4F67F	4D	00	077347	7F/7F/7F	207/207/207/207
575	  Tinkle Bell   	10	05	0	06F736	4F736	70	02	077725	7F/7F/7F	296/296/296/296
575	  Tinkle Bell   	10	05	1	06F787	4F787	70	02	077725	7F/7F/7F	296/296/296/296
576	     Agogo      	10	01	0	06F83E	4F83E	59	80	077515	7F/7F/7F	249/249/249/249
577	   Steel Drum   	10	01	0	06F8F5	4F8F5	0F	00	076C04	7F/7F/7F	39/39/39/39
578	   Wood Block   	10	01	0	06F9AC	4F9AC	4B	80	07731B	7F/7F/7F	203/203/203/203
579	   Wood Block   	10	01	0	06FA63	4FA63	4D	80	077352	7F/7F/7F	208/208/208/208
580	   Taiko Drum   	30	01	0	06FB1A	4FB1A	40	80	0771FD	7F/7F/7F	178/178/178/178
581	   Taiko Drum   	30	01	0	06FBD1	4FBD1	21	81	076E09	7F/7F/7F	87/87/87/87
582	  Melodic Tom   	30	01	0	06FC88	4FC88	2A	80	076F5E	7F/7F/7F	118/118/118/118
583	  Melodic Tom   	30	01	0	06FD3F	4FD3F	2C	80	076F95	7F/7F/7F	122/122/122/122
584	   Synth Drum   	30	01	0	06FDF6	4FDF6	2C	80	076F95	7F/7F/7F	122/122/122/122
585	   Synth Drum   	30	01	0	06FEAD	4FEAD	2D	80	076FC1	7F/7F/7F	129/129/129/129
586	   Synth Drum   	30	01	0	06FF64	4FF64	2C	80	076F95	7F/7F/7F	122/122/122/122
587	 Reverse Cymbal 	10	01	0	07001B	5001B	3F	80	0771DC	7F/7F/7F	174/174/174/174
588	   Fret Noise   	10	01	0	0700D2	500D2	15	80	076C93	7F/7F/7F	53/53/53/53
589	   Fret Noise   	10	01	0	070189	50189	10	80	076C25	60/7F/7F	43/44/43/43
590	   Fret Noise   	10	01	0	070240	50240	33	80	0770A8	7F/7F/7F	146/146/146/146
591	  Breath Noise  	10	01	0	0702F7	502F7	05	80	076B1D	7F/7F/7F	17/17/17/17
592	  Breath Noise  	10	01	0	0703AE	503AE	10	80	076C25	60/7F/7F	43/44/43/43
593	    Seashore    	10	55	0	070465	50465	76	80	077793	7F/7F/7F	310/310/310/310
593	    Seashore    	10	55	1	0704B6	504B6	76	80	077793	7F/7F/7F	310/310/310/310
593	    Seashore    	10	55	2	070507	50507	76	83	0777BF	7F/7F/7F	313/313/313/313
593	    Seashore    	10	55	3	070558	50558	76	84	0777D5	7F/7F/7F	314/314/314/314
599	   Bird Tweet   	10	05	0	07080D	5080D	62	80	077607	7F/7F/7F	271/271/271/271
599	   Bird Tweet   	10	05	1	07085E	5085E	62	80	077607	7F/7F/7F	271/271/271/271
602	   Bird Tweet   	10	05	0	0709E1	509E1	62	80	077607	7F/7F/7F	271/271/271/271
602	   Bird Tweet   	10	05	1	070A32	50A32	62	80	077607	7F/7F/7F	271/271/271/271
603	   Telephone    	10	01	0	070AE9	50AE9	72	80	07775C	7F/7F/7F	302/302/302/302
607	   Telephone    	10	01	0	070CD2	50CD2	17	80	076CCA	7F/7F/7F	58/58/58/58
608	   Telephone    	10	01	0	070D89	50D89	5F	80	0775AF	7F/7F/7F	263/263/263/263
609	   Helicopter   	10	01	0	070E40	50E40	70	80	07771A	7F/7F/7F	300/300/300/300
615	   Helicopter   	10	01	0	0710F5	510F5	70	80	07771A	7F/7F/7F	300/300/300/300
619	    Applause    	10	05	0	0712DE	512DE	74	80	07777D	7F/7F/7F	305/305/305/305
619	    Applause    	10	05	1	07132F	5132F	74	80	07777D	7F/7F/7F	305/305/305/305
625	    Gun Shot    	10	01	0	0715E4	515E4	66	80	07766A	7F/7F/7F	281/281/281/281
628	    Gun Shot    	10	01	0	071767	51767	66	80	07766A	7F/7F/7F	281/281/281/281
